rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700025677,Runwal Gardens Phase 2 Bldg no 13-17,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2022-04-27,https://maharerait.maharashtra.gov.in/public/project/view/32343
P51700025673,Savitri Smruti,Adwait constructions,Kalyan,421201,Thane,MAHARASHTRA,,,2022-08-12,https://maharerait.maharashtra.gov.in/public/project/view/32344
P51700025732,SHRUTI APARTMENT,VIKRANT V RAIKAR HUF - -,Thane,400701,Thane,MAHARASHTRA,,,2020-07-18,https://maharerait.maharashtra.gov.in/public/project/view/32362
P51700025834,DOSTI WEST COUNTY - PHASE 4- DOSTI PINE,DOSTI ENTERPRISES,Thane,400607,Thane,MAHARASHTRA,,,2025-04-15,https://maharerait.maharashtra.gov.in/public/project/view/32363
P51700025863,ARIZONA,PARAS DEVELOPERS,Thane,400603,Thane,MAHARASHTRA,,,2020-07-23,https://maharerait.maharashtra.gov.in/public/project/view/32375
P51700025932,Lodha Quality Home Tower 6,MACROTECH DEVELOPERS LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2023-04-26,https://maharerait.maharashtra.gov.in/public/project/view/32380
P51700026454,Lodha Quality Home Tower 7,MACROTECH DEVELOPERS LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2023-04-26,https://maharerait.maharashtra.gov.in/public/project/view/32381
P51700028028,NANDANVAN HOMES-BUILDING B,SHREE KRUPA BUILDERS,Thane,400605,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32383
P51700025896,MAHAVIR SAPPHIRE,VIPUL BHIMSHI SATRA,Thane,400701,Thane,MAHARASHTRA,,,2020-07-27,https://maharerait.maharashtra.gov.in/public/project/view/32386
P51700025892,Lodha Amara MLCP Retail,MACROTECH DEVELOPERS LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2020-07-27,https://maharerait.maharashtra.gov.in/public/project/view/32391
P51700026349,Bhagwat and Jay Vyankatesh,Chaturthi Vastu Developers,Kalyan,421202,Thane,MAHARASHTRA,,,2020-09-11,https://maharerait.maharashtra.gov.in/public/project/view/32396
P51700026008,RAMESHWAR,ASHAPURA COMBINES,Kalyan,421301,Thane,MAHARASHTRA,,,2021-08-31,https://maharerait.maharashtra.gov.in/public/project/view/32405
P51700025953,SARVODAY RAM,SARVODAY REALTORS,Kalyan,421301,Thane,MAHARASHTRA,,,2020-08-02,https://maharerait.maharashtra.gov.in/public/project/view/32408
P51700026026,SARVODAY APEX,GURUDUTT DEVELOPER,Kalyan,421301,Thane,MAHARASHTRA,,,2020-08-09,https://maharerait.maharashtra.gov.in/public/project/view/32412
P51700026067,MALI PINNACLE,MALI INFRA,Ambarnath,421306,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/32417
P51700026561,MOHAN DEEP,SUNIL PURUSHOTTAM DESHMUKH,Kalyan,421301,Thane,MAHARASHTRA,,,2020-10-04,https://maharerait.maharashtra.gov.in/public/project/view/32418
P51700025968,PRINCE GALAXY,ASHTAVINAYAK CONSTRUCTION BUILDERS AND DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2020-08-03,https://maharerait.maharashtra.gov.in/public/project/view/32419
P51700032157,MY CITY PHASE II CLUSTER 5 PART II,HORIZON PROJECTS PVT LTD,Kalyan,421201,Thane,MAHARASHTRA,,,2021-12-14,https://maharerait.maharashtra.gov.in/public/project/view/32434
P51700026609,Mitasha Avish Agrawal,Mitasha Avish Agrawal,Shahapur,421601,Thane,MAHARASHTRA,,,2020-10-08,https://maharerait.maharashtra.gov.in/public/project/view/32435
P51700026352,KAIRALI PARK,RAI RESIDENCY Private Limited,Kalyan,421306,Thane,MAHARASHTRA,,,2025-06-06,https://maharerait.maharashtra.gov.in/public/project/view/32443
P51700026129,RUTIKA APARTMENT,PRAKASH DNYANDEO WANKHEDE,Ambarnath,421501,Thane,MAHARASHTRA,,,2021-10-12,https://maharerait.maharashtra.gov.in/public/project/view/32445
P51700026198,REDEVLOPMENT OF PANVELKAR EMPIRE WING A WING A-1 WING B,Om Sai Shraddha Developers,Ambarnath,421501,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/32453
P51700026174,MANDAR ARCADE,SUBH CONSTRUCTION,Kalyan,421201,Thane,MAHARASHTRA,,,2021-09-15,https://maharerait.maharashtra.gov.in/public/project/view/32461
P51700026336,SHANTI HOUSE,SHANTISTAR BUILDERS,Thane,401107,Thane,MAHARASHTRA,,,2020-09-11,https://maharerait.maharashtra.gov.in/public/project/view/32468
P51700026435,ADITI CROWN,M/S Tanvi Enterprises,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-09-20,https://maharerait.maharashtra.gov.in/public/project/view/32469
P51700027171,MY CITY PHASE II CLUSTER 5 PART III,HORIZON PROJECTS PVT LTD,Kalyan,421201,Thane,MAHARASHTRA,,,2020-11-20,https://maharerait.maharashtra.gov.in/public/project/view/32472
P51700026228,Runwal Gardens Phase 3 Bldg no 24-26,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2025-04-11,https://maharerait.maharashtra.gov.in/public/project/view/32490
P51700026438,Runwal Shopping Arcade,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2024-05-21,https://maharerait.maharashtra.gov.in/public/project/view/32495
P51700026340,JP REGENCY PHASE 2,JP DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2021-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32497
P51700026303,ELITE RESIDENCY,E. R. CONSTRUCTIONS,Thane,400601,Thane,MAHARASHTRA,,,2025-04-07,https://maharerait.maharashtra.gov.in/public/project/view/32498
P51700026651,The Anantaa Phase I,Ashtha Vinayak Developers LLP,Thane,401106,Thane,MAHARASHTRA,,,2026-09-01,https://maharerait.maharashtra.gov.in/public/project/view/32502
P51700026283,Mini Market,Hemant S Jain,Thane,401105,Thane,MAHARASHTRA,,,2026-09-15,https://maharerait.maharashtra.gov.in/public/project/view/32503
P51700026563,SAI PANDURANG HEIGHT,OM SAI CONSTRUCTION,Ambarnath,421306,Thane,MAHARASHTRA,,,2020-10-04,https://maharerait.maharashtra.gov.in/public/project/view/32506
P51700026262,JIVAN SAFALYA CHS LTD,J B CONSTRUCTIONS,Kalyan,421201,Thane,MAHARASHTRA,,,2020-09-02,https://maharerait.maharashtra.gov.in/public/project/view/32508
P51700026500,M/S OM SHAKTI SWASTIK Co-Op Hsg Soc Ltd,M/S SPARSH INFRA,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-09-26,https://maharerait.maharashtra.gov.in/public/project/view/32509
P51700026692,SHREE NIDHI HEIGHTS B WING,SHREE NIDHI DEVELOPERS,Thane,401107,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/32512
P51700026608,Paramount E,Kalpataru Homes Private Limited,Thane,400608,Thane,MAHARASHTRA,,,2024-05-22,https://maharerait.maharashtra.gov.in/public/project/view/32518
P51700026644,SHREE PLAZA,VISHAL LAXMAN PATIL,Kalyan,421102,Thane,MAHARASHTRA,,,2020-10-21,https://maharerait.maharashtra.gov.in/public/project/view/32521
P51700026313,Maatr Waters,Maatr Enterprises,Kalyan,421301,Thane,MAHARASHTRA,,,2022-05-11,https://maharerait.maharashtra.gov.in/public/project/view/32522
P51700026503,Codename One and Only,LODHA DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/32526
P51700026748,RUDRAKSH TOWER,SHIVSHAKTI BUILDERS AND DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-24,https://maharerait.maharashtra.gov.in/public/project/view/32533
P51700026365,REDEVELOPMENT OF GURUCHARAN CHS,SAIRAJ DEVELOPERS,Ambarnath,421506,Thane,MAHARASHTRA,,,2020-09-11,https://maharerait.maharashtra.gov.in/public/project/view/32537
P51700026395,Balaji Gopal,Sai Balaji Enterprises,Kalyan,421201,Thane,MAHARASHTRA,,,2024-01-25,https://maharerait.maharashtra.gov.in/public/project/view/32538
P51700026599,BHANUMATI TOWER wing A,POOJA BUILDCON,Kalyan,421306,Thane,MAHARASHTRA,,,2020-10-07,https://maharerait.maharashtra.gov.in/public/project/view/32543
P51700026412,BHOOMI ICON WING  A,FORNAX REALTY,Thane,400709,Thane,MAHARASHTRA,,,2026-08-12,https://maharerait.maharashtra.gov.in/public/project/view/32545
P51700026674,BALAJI EXOTICA BUILDING TYPE D PHASE III,BALAJI WORLD,Kalyan,421301,Thane,MAHARASHTRA,,,2025-02-18,https://maharerait.maharashtra.gov.in/public/project/view/32550
P51700026423,Balaji Krishna,S S Lifespaces,Kalyan,421201,Thane,MAHARASHTRA,,,2020-09-20,https://maharerait.maharashtra.gov.in/public/project/view/32560
P51700026430,A H Sapphire,A.H. Constructions,Thane,401107,Thane,MAHARASHTRA,,,2026-08-27,https://maharerait.maharashtra.gov.in/public/project/view/32569
P51700026551,SARVODAYGREENS,GIRIRAJ REALTORS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2020-10-02,https://maharerait.maharashtra.gov.in/public/project/view/32571
P51700026753,OM SAMAPRIYA COMPLEX BLDG.NO-1,OMKAR REALTORS,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32577
P51700026485,RITZ PHASE - 1,VIKAS HARAKCHAND JAIN,Kalyan,421301,Thane,MAHARASHTRA,,,2020-09-25,https://maharerait.maharashtra.gov.in/public/project/view/32581
P51700028270,RAM AMBAR,PRAMUKH INFRACON,Ambarnath,421501,Thane,MAHARASHTRA,,,2021-02-18,https://maharerait.maharashtra.gov.in/public/project/view/32583
P51700026852,IMPERIAL RESIDENCY,Leena Construction Co.,Thane,401101,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/32592
P51700026564,Manan Heights - A Wing,M/s.Hari Om Developers,Thane,400615,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/32597
P51700026824,SURAJ PREMISES CO OP SOCIETY LIMITED,SAMP FURNITURE PRIVATE LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2020-10-28,https://maharerait.maharashtra.gov.in/public/project/view/32599
P51700026573,VEDANT GARDEN,SHREE VEDANT ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-10-04,https://maharerait.maharashtra.gov.in/public/project/view/32607
P51700026854,Arya and Ira,Mahima Infra Estates LLP,Kalyan,421301,Thane,MAHARASHTRA,,,2020-10-31,https://maharerait.maharashtra.gov.in/public/project/view/32608
P51700026578,CROWN RESIDENCY,CROWN BUILDERS AND DEVELOPERS,Thane,400612,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/32611
P51700026689,LAXMI RESIDENCY,Pushpalata Dattatray Kanthe,Shahapur,421601,Thane,MAHARASHTRA,,,2020-10-31,https://maharerait.maharashtra.gov.in/public/project/view/32615
P51700026600,Sai Shrushti Valley - Phase II / Ramchandra Complex,SAI SHRUSHTI ENTERPRISES,Thane,400612,Thane,MAHARASHTRA,,,2021-07-30,https://maharerait.maharashtra.gov.in/public/project/view/32628
P51700026653,L AND T SEAWOODS RESIDENCES - NORTH TOWERS,L&T SEAWOODS LIMITED,Thane,400706,Thane,MAHARASHTRA,,,2021-02-16,https://maharerait.maharashtra.gov.in/public/project/view/32641
P51700026698,"Sudama Vallabh wing A,B,C",Pravin Vandravandas Vora,Thane,401101,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/32645
P51700026738,SILVER LINE PHASE - 2,HOME COSULTANCY,Kalyan,421605,Thane,MAHARASHTRA,,,2021-10-18,https://maharerait.maharashtra.gov.in/public/project/view/32647
P51700026672,Broadway Annex,ganesh chandrakant malvankar,Thane,400601,Thane,MAHARASHTRA,,,2020-10-21,https://maharerait.maharashtra.gov.in/public/project/view/32649
P51700026679,VEDA,Sagar Enterprise,Thane,400615,Thane,MAHARASHTRA,,,2020-10-21,https://maharerait.maharashtra.gov.in/public/project/view/32652
P51700027713,SILVER LINE PHASE - 1,HOME CONSULTANCY,Kalyan,421605,Thane,MAHARASHTRA,,,2026-01-17,https://maharerait.maharashtra.gov.in/public/project/view/32656
P51700026921,Regency Landmark,Regency Reality Developers LLP,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2020-11-03,https://maharerait.maharashtra.gov.in/public/project/view/32657
P51700026750,Metropolis - Insignia Towers,ANANT SQUARE,Thane,400615,Thane,MAHARASHTRA,,,2024-12-18,https://maharerait.maharashtra.gov.in/public/project/view/32659
P51700027225,MATOSHREE RESIDENCY,M/S MATOSHREE DEVELOPERS,Kalyan,421204,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32660
P51700027091,MADHU VILLA,SHREE KRISHNA ENTERPRISES,Kalyan,421301,Thane,MAHARASHTRA,,,2020-11-13,https://maharerait.maharashtra.gov.in/public/project/view/32661
P51700026776,SAI VANDANA BUILDERS AND DEVELOPERS,SAI VANDANA BUILDERS AND DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2020-10-25,https://maharerait.maharashtra.gov.in/public/project/view/32676
P51700027029,SAIRATAN DEVELOPERS,SAIRATAN DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2020-11-10,https://maharerait.maharashtra.gov.in/public/project/view/32678
P51700026804,OM ENCLAVE,OM SHIV ENGINEERING AND CONSTRUCTION OPERATIONS PRIVATE LIMITED,Kalyan,421301,Thane,MAHARASHTRA,,,2026-08-24,https://maharerait.maharashtra.gov.in/public/project/view/32679
P51700027028,The Willows Phase 1,ORIGIN REALTORS LLP,Thane,401107,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32680
P51700026769,HARI NIWAS,HARI KRISHNA ENTERPRISE,Thane,410206,Thane,MAHARASHTRA,,,2020-10-22,https://maharerait.maharashtra.gov.in/public/project/view/32682
P51700026789,OM KRUPA APARTMENT,ANSHU PRADEEP GUPTA,Ambarnath,421306,Thane,MAHARASHTRA,,,2020-10-25,https://maharerait.maharashtra.gov.in/public/project/view/32684
P51700026742,ANJANABAI APARTMENT,GANESH TUKARAM BHANE,Ambarnath,421306,Thane,MAHARASHTRA,,,2020-10-21,https://maharerait.maharashtra.gov.in/public/project/view/32686
P51700027339,ARIHANT ANMOL PHASE III,ARIHANT VATIKA REALTY PRIVATE LIMITED,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-12-04,https://maharerait.maharashtra.gov.in/public/project/view/32692
P51700026760,Regency Antilia Phase V Avana,REGENCY NIRMAN LTD,Ulhasnagar,421001,Thane,MAHARASHTRA,,,2020-10-22,https://maharerait.maharashtra.gov.in/public/project/view/32693
P51700027195,Sai Empire,Om Sai Associates,Kalyan,421204,Thane,MAHARASHTRA,,,2023-11-10,https://maharerait.maharashtra.gov.in/public/project/view/32694
P51700026861,AYUSH PALACE PHASE II,TULSI LAND DEVELOPERS,Kalyan,421301,Thane,MAHARASHTRA,,,2022-09-28,https://maharerait.maharashtra.gov.in/public/project/view/32699
P51700026813,UNIQUE ESTATE WING E,UNIQUE SHANTI REALTORS,Thane,401107,Thane,MAHARASHTRA,,,2024-07-29,https://maharerait.maharashtra.gov.in/public/project/view/32701
P51700026948,ROYAL MANOR,ABDUL GULAMPEER SHAIKH,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-11-07,https://maharerait.maharashtra.gov.in/public/project/view/32704
P51700026868,SUNRAJ SUPREME,VASHDEV BACHOMAL KHUSHALANI,Kalyan,421201,Thane,MAHARASHTRA,,,2022-02-23,https://maharerait.maharashtra.gov.in/public/project/view/32710
P51700027057,SWARAJYA-NX,SWAMINI INFRA PRIVATE LIMITED,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-11-13,https://maharerait.maharashtra.gov.in/public/project/view/32712
P51700026919,EKDANT RESIDENCY,EKDANT CONSTRUCTION,Thane,400601,Thane,MAHARASHTRA,,,2022-12-22,https://maharerait.maharashtra.gov.in/public/project/view/32716
P51700027105,SHREE MANGALMURTI BUILDERS AND DEVELOPERS,VASANTI KASHINATH CHAUDHARI,Murbad,421401,Thane,MAHARASHTRA,,,2020-11-15,https://maharerait.maharashtra.gov.in/public/project/view/32722
P51700026865,UMIYA COMPLEX WING H AND WING G,Umiya Associates,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-10-31,https://maharerait.maharashtra.gov.in/public/project/view/32728
P51700027450,NEXUS PARK,NEXUS GROUP,Thane,400612,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/32730
P51700027312,SAVALIYA RESIDENCY,Shree Savaliya Housing LLP,Thane,401107,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/32731
P51700026927,Runwal Gardens Phase 3 Bldg No 27-28,Runwal Residency Private Limited,Kalyan,421201,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/32735
P51700027126,SIDDHAKALA HEIGHTS,Rushabh Developers,Thane,400604,Thane,MAHARASHTRA,,,2020-11-19,https://maharerait.maharashtra.gov.in/public/project/view/32756
P51700027034,PARICHAY APARTMENT,DEVDATTA BUILDERS LLP,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-11-10,https://maharerait.maharashtra.gov.in/public/project/view/32765
P51700026924,MAHALAXMI PARADISE ii,SHREE MAHALAXMI BUILDERS AND DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-11-03,https://maharerait.maharashtra.gov.in/public/project/view/32769
P51700026925,AJMERA BLISS,M/s YOGI DEVELOPERS CORPORATION,Kalyan,421301,Thane,MAHARASHTRA,,,2020-11-03,https://maharerait.maharashtra.gov.in/public/project/view/32771
P51700027081,SUKUR SAPPHIRE PHASE I,RAJARAM CONSTRUCTION,Thane,400610,Thane,MAHARASHTRA,,,2020-11-13,https://maharerait.maharashtra.gov.in/public/project/view/32778
P51700029081,Raj Silverstone,SKYSPACE BUILTEK,Ambarnath,421503,Thane,MAHARASHTRA,,,2022-11-21,https://maharerait.maharashtra.gov.in/public/project/view/32780
P51700027232,SATYAM SEVEN SKIES,Jai Jalaram Enterprises,Thane,410210,Thane,MAHARASHTRA,,,2020-11-25,https://maharerait.maharashtra.gov.in/public/project/view/32786
P51700028344,Runwal Gardens Phase 3 Bldg No 29-30,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2025-04-11,https://maharerait.maharashtra.gov.in/public/project/view/32790
P51700027546,SARVODAY SQUARE PHASE 3 BLDG NO 1,SHREE SQUAREFEET ENTERPRISES LLP,Ambarnath,421505,Thane,MAHARASHTRA,,,2020-12-14,https://maharerait.maharashtra.gov.in/public/project/view/32797
P51700027065,Maitri Rukmini Sadan,MAITRI CREATIONS,Kalyan,421201,Thane,MAHARASHTRA,,,2021-07-06,https://maharerait.maharashtra.gov.in/public/project/view/32802
P51700027136,Samruddhi Residency,SHREE SAI GANESH DEVELOPERS,Thane,400612,Thane,MAHARASHTRA,,,2026-08-12,https://maharerait.maharashtra.gov.in/public/project/view/32818
P51700028899,PURVA PRIME,TRIMURTI CONSTRUCTIONS,Kalyan,421202,Thane,MAHARASHTRA,,,2021-04-07,https://maharerait.maharashtra.gov.in/public/project/view/32819
P51700027036,TEN X HABITAT Raymond Realty Tower H,Raymond Limited,Thane,400606,Thane,MAHARASHTRA,,,2021-01-08,https://maharerait.maharashtra.gov.in/public/project/view/32823
P51700031097,PALM LANDS,SADGURU BUILD PROJECTS PRIVATE LIMITED,Thane,401107,Thane,MAHARASHTRA,,,2026-09-18,https://maharerait.maharashtra.gov.in/public/project/view/32826
P51700027115,LARKINS 315 FIO-A,M/S PUSHPAK DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/32829
P51700027177,Maharaja Residency,M/S. SANVEG BUILDERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-11-20,https://maharerait.maharashtra.gov.in/public/project/view/32833
P51700027075,Vishwajeet Soman Central,SHRESTHA CONSTRUCTION COMPANY,Kalyan,421301,Thane,MAHARASHTRA,,,2020-11-13,https://maharerait.maharashtra.gov.in/public/project/view/32836
P51700027465,INDRA NEEL,SONAM SPARK INFRA  LIMITED,Thane,401105,Thane,MAHARASHTRA,,,2025-11-08,https://maharerait.maharashtra.gov.in/public/project/view/32837
P51700027293,PARIJATAK PHASE I A AND B WING,VARAD BUILDERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/32846
P51700027239,BALAJI DARSHAN,BALAJI INFRA,Ambarnath,421503,Thane,MAHARASHTRA,,,2021-09-08,https://maharerait.maharashtra.gov.in/public/project/view/32856
P51700027284,AVIGHNA COMPLEX PHASE I,AVIGHNAA INFRA BUILDCON LLP,Thane,401107,Thane,MAHARASHTRA,,,2024-07-25,https://maharerait.maharashtra.gov.in/public/project/view/32859
P51700028076,MAHALAXMI - ONE,SIDDHILAXMI SHELTER PRIVATE LIMITED,Kalyan,421201,Thane,MAHARASHTRA,,,2021-01-31,https://maharerait.maharashtra.gov.in/public/project/view/32863
P51700031471,SPRINGS,QUEENSTOWN CONSTRUCTIONS PRIVATE LIMITED,Thane,400701,Thane,MAHARASHTRA,,,2021-10-23,https://maharerait.maharashtra.gov.in/public/project/view/32864
P51700027430,SHREE KRISHNA PARADISE,RAM ASSOCIATES,Ulhasnagar,421005,Thane,MAHARASHTRA,,,2020-12-10,https://maharerait.maharashtra.gov.in/public/project/view/32866
P51700027436,GODREJ UPAVAN,PRAKHHYAT DWELLINGS LLP,Bhiwandi,421302,Thane,MAHARASHTRA,,,2021-01-20,https://maharerait.maharashtra.gov.in/public/project/view/32868
P51700027374,ZIDANE TOWER,STONEWORK DEVELOPERS LLP,Bhiwandi,421302,Thane,MAHARASHTRA,,,2020-12-06,https://maharerait.maharashtra.gov.in/public/project/view/32869
P51700027449,Lodha Quality Home Tower - 5,MACROTECH DEVELOPERS LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2023-04-26,https://maharerait.maharashtra.gov.in/public/project/view/32873
P51700027223,PYRAMID ICON,TITANIUM INFRACON,Thane,400701,Thane,MAHARASHTRA,,,2022-04-07,https://maharerait.maharashtra.gov.in/public/project/view/32877
P51700027176,Shapoorji Pallonji The Impulse- Phase 1,Jaykali Developers Private Limited,Thane,400610,Thane,MAHARASHTRA,,,2025-05-26,https://maharerait.maharashtra.gov.in/public/project/view/32883
P51700027322,SAI KRIPA RESIDENCY,GOKULDHAM BUILDERS & DEVELOPERS,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2020-12-02,https://maharerait.maharashtra.gov.in/public/project/view/32886
